tailNum,year,carrier,model,aircraftType,engineType,manufacturer
N639DL,1988,DL,757-232,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N612DL,1985,DL,757-232,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N291WN,2007,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N699SW,1987,WN,737-3Y0,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N623SW,1996,WN,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N659AW,2000,US,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N339AA,1988,AA,767-223,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N323AA,NULL,AA,767-223,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N589AS,2007,AS,737-890,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N19141,2000,CO,757-224,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N12114,1995,CO,757-224,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N1612T,2001,DL,767-332,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N652DL,1989,DL,757-232,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N597HA,1986,HA,767-332,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N763SW,2000,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N833AW,2002,US,A319-132,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N830AW,NULL,US,A319-132,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N41140,2000,CO,757-224,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N19136,1999,CO,757-224,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N6708D,2000,DL,757-232,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N677DL,1992,DL,757-232,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N603SW,1995,WN,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N655WN,1997,WN,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N315UA,1987,UA,737-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N325AA,1986,AA,767-223,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N558AS,2006,AS,737-890,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N613JB,2005,B6,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N190JB,2005,B6,ERJ 190-100 IGW,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N292JB,NULL,B6,NULL,NULL,NULL,NULL
N337AT,2008,FL,737-7BD,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N514SW,1991,WN,737-5H4,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N506SW,1990,WN,737-5H4,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N338AA,1987,AA,767-223,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N588JB,2004,B6,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N581JB,2003,B6,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N307AT,2006,FL,737-7BD,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N330AT,2007,FL,737-7BD,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N972AT,2001,FL,717-200,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N589HA,2002,HA,767-33A,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N906AW,1986,US,757-2S7,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N908AW,1989,US,757-2G7,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N909AW,1989,US,757-2G7,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N323AS,2004,AS,737-990,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N608JB,2005,B6,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N603JB,2005,B6,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N922AT,2005,FL,717-200,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N934AT,2000,FL,717-200,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N994AT,2002,FL,717-200,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N532UA,1991,UA,757-222,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N327AA,1986,AA,767-223,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N593AS,2008,AS,737-890,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N634JB,2006,B6,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N504JB,1999,B6,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N641JB,2006,B6,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N649DL,1989,DL,757-232,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N621DL,1986,DL,757-232,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N681DA,1993,DL,757-232,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N693SW,1985,WN,737-317,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N525UA,1991,UA,757-222,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N586AS,2007,AS,737-890,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N549AS,2005,AS,737-8FH,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N656DL,1990,DL,757-232,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N632SW,1996,WN,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N374SW,1993,WN,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N14118,1997,CO,757-224,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N13113,1995,CO,757-224,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N14107,1994,CO,757-224,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N690DL,1998,DL,757-232,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N617DL,1986,DL,757-232,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N619DL,1986,DL,757-232,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N398SW,1995,WN,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N932UA,1992,UA,737-522,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N832AW,2001,US,A319-132,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N901AW,1985,US,757-2S7,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N840AW,2006,US,A319-132,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N376AA,1978,AA,PA-32RT-300,Fixed Wing Single-Engine,Reciprocating,PIPER
N371AA,1992,AA,767-323,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N560AS,2006,AS,737-890,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N382DA,1999,DL,737-832,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N666DN,1991,DL,757-232,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N892AT,2004,FL,717-200,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N952AT,2000,FL,717-200,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N280WN,2007,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N337SW,1988,WN,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N639SW,1996,WN,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N5CKAA,NULL,AA,,,,
N5CNAA,NULL,AA,,,,
N5EKAA,NULL,AA,,,,
N581AS,2007,AS,737-890,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N524JB,2001,B6,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N665JB,2007,B6,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N329AT,2007,FL,737-7BD,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N273AT,2005,FL,737-76N,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N167AT,2004,FL,737-7BD,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N590HA,2002,HA,767-3CB,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N752SW,1999,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N682SW,1986,WN,737-3Y0,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N563AS,2006,AS,737-890,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N305AS,2001,AS,737-990,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N317AS,2003,AS,737-990,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N637JB,2006,B6,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N712JB,NULL,B6,NULL,NULL,NULL,NULL
N915DL,1988,DL,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS AIRCRAFT CO
N326AT,2007,FL,737-7BD,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N267AT,2005,FL,737-7BD,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N173AT,2004,FL,737-76N,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N678AA,1986,WN,737-3A4,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N667AW,2002,US,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N834MH,2000,DL,767-432ER,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N830MH,2000,DL,767-432ER,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N828MH,2000,DL,767-432ER,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N992AT,2002,FL,717-200,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N354SW,1991,WN,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N5DFAA,NULL,AA,,,,
N5FDAA,NULL,AA,,,,
N5DJAA,NULL,AA,,,,
N969AT,2001,FL,717-200,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N950AT,2000,FL,717-200,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N996AT,2002,FL,717-200,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N586HA,NULL,HA,767-3G5,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N762SW,2000,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N246LV,2006,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N633AW,1989,US,A320-231,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N938DL,1989,DL,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS AIRCRAFT CO
N960DL,1990,DL,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS AIRCRAFT CO
N973DL,1991,DL,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS AIRCRAFT CO
N983AT,NULL,FL,717-200,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N934UA,1992,UA,737-522,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N155AW,1987,US,737-3G7,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N175AW,1987,US,737-33A,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N546AS,2005,AS,737-890,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N605JB,2005,B6,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N662JB,2007,B6,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N910DL,1987,DL,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS AIRCRAFT CO
N923DL,1988,DL,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS AIRCRAFT CO
N972DL,1991,DL,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS AIRCRAFT CO
N422WN,2002,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N527UA,1991,UA,757-222,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N580UA,1993,UA,757-222,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N903AW,1985,US,757-2S7,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N904AW,1986,US,757-2S7,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N258JB,2006,B6,ERJ 190-100 IGW,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N192JB,2005,B6,ERJ 190-100 IGW,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N3750D,2001,DL,737-832,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N3738B,2000,DL,737-832,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N281AT,2006,FL,737-7BD,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N344AT,2008,FL,737-7BD,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N436WN,2003,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N637AW,1990,US,A320-231,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N3742C,2001,DL,737-832,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N389DA,2000,DL,737-832,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N377DA,1999,DL,737-832,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N629SW,1996,WN,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N933UA,1992,UA,737-522,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N216JB,2006,B6,ERJ 190-100 IGW,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N660DL,1990,DL,757-232,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N838MH,2001,DL,767-432ER,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N900PC,1997,DL,757-26D,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N605SW,1995,WN,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N356SW,1991,WN,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N664UA,1998,UA,767-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N671UA,1999,UA,767-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N214UA,2000,UA,777-222,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N502UA,1989,UA,757-222,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N824AW,2001,US,A319-132,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N21108,1994,CO,757-224,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N17105,1994,CO,757-224,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N33103,1994,CO,757-224,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N982AT,2002,FL,717-200,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N971AT,2001,FL,717-200,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N998AT,2002,FL,717-200,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N360SW,1992,WN,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N635SW,1996,WN,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N619AW,1995,US,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N184JB,2005,B6,ERJ 190-100 IGW,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N231JB,2006,B6,ERJ 190-100 IGW,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N249JB,2006,B6,ERJ 190-100 IGW,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N39415,2008,CO,737-924ER,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N47414,NULL,CO,737-924ER,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N73276,2002,CO,737-824,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N721TW,1999,DL,757-231,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N675UA,2000,UA,767-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N373UA,1989,UA,737-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N565JB,2003,B6,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N579JB,2003,B6,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N18220,1998,CO,737-824,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N54241,1999,CO,737-824,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N38257,2000,CO,737-824,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N3752,2001,DL,737-832,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N391DA,2000,DL,737-832,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N664WN,1986,WN,737-3Y0,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N534UA,1991,UA,757-222,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N523UA,1990,UA,757-222,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N526UA,1991,UA,757-222,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N672UA,1999,UA,767-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N676UA,2001,UA,767-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N838AW,2005,US,A319-132,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N803AW,1998,US,A319-132,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N34137,1999,CO,757-224,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N19130,1998,CO,757-224,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N6706Q,2000,DL,757-232,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N665DN,1991,DL,757-232,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N664DN,1991,DL,757-232,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N258WN,2006,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N306AS,2001,AS,737-990,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N529JB,2001,B6,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N633JB,2006,B6,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N646DL,1989,DL,757-232,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N272AT,2005,FL,737-7BD,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N308AT,2006,FL,737-7BD,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N610WN,1995,WN,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N203UA,1990,UA,737-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N369UA,1989,UA,737-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N350UA,1989,UA,737-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N5ECAA,NULL,AA,,,,
N979AT,2002,FL,717-200,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N921AT,2000,FL,717-200,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N995AT,2002,FL,717-200,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N796AS,1998,AS,737-490,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N763AS,1992,AS,737-4Q8,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N76153,2000,CO,767-224,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N73152,2000,CO,767-224,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N76504,2006,CO,737-824,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N251WN,2006,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N274WN,2007,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N597UA,1998,UA,757-222,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N543UA,NULL,UA,,,,
N545UA,1991,UA,757-222,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N590JB,2004,B6,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N57868,2002,CO,757-33N,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N57864,2001,CO,757-33N,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N33294,2005,CO,737-824,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N907DL,1987,DL,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS AIRCRAFT CO
N3754A,2001,DL,737-832,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N391SW,1994,WN,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N622SW,1996,WN,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N670UA,NULL,UA,767-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N673UA,2000,UA,767-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N307AW,1990,US,737-3G7,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N915AW,1984,US,757-225,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N636JB,2006,B6,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N621JB,2005,B6,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N394SW,1994,WN,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N667UA,1998,UA,767-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N668UA,1999,UA,767-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N799AS,1998,AS,737-490,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N629JB,2005,B6,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N386DA,1999,DL,737-832,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N648SW,1997,WN,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N677UA,2001,UA,767-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N669UA,1999,UA,767-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N665UA,1998,UA,767-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N822AW,2000,US,A319-132,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N197JB,2006,B6,ERJ 190-100 IGW,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N908DA,1995,DL,MD-90-30,Fixed Wing Multi-Engine,Turbo-Jet,MCDONNELL DOUGLAS
N910DN,1995,DL,MD-90-30,Fixed Wing Multi-Engine,Turbo-Jet,MCDONNELL DOUGLAS
N608SW,1995,WN,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N633SW,1996,WN,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N385SW,1994,WN,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N772AS,1993,AS,737-4Q8,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N768AS,1992,AS,737-490,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N72405,2001,CO,737-924,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N77303,1985,CO,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N121DE,1987,DL,767-332,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N6700,1999,DL,757-232,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N139DL,1992,DL,767-332,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N291AT,2006,FL,737-76N,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N278AT,2005,FL,737-76N,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N336AT,2008,FL,737-7BD,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N335SW,1988,WN,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N380SW,1994,WN,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N549UA,1992,UA,757-222,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N544UA,1991,UA,757-222,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N517JB,2000,B6,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N651JB,2007,B6,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N138DL,1991,DL,767-332,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N626DL,1987,DL,757-232,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N124DE,1987,DL,767-332,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N552UA,1992,UA,757-222,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N547UA,1991,UA,757-222,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N902AW,1985,US,757-2S7,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N7AHAA,NULL,AA,,,,
N7ARAA,NULL,AA,,,,
N7ABAA,NULL,AA,,,,
N78866,2002,CO,757-33N,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N77865,2002,CO,757-33N,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N403WN,2001,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N745SW,1999,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N593JB,2004,B6,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N547JB,2002,B6,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N506JB,2000,B6,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N652SW,1997,WN,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N519UA,1990,UA,757-222,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N905DA,1995,DL,MD-90-30,Fixed Wing Multi-Engine,Turbo-Jet,MCDONNELL DOUGLAS
N903DA,1995,DL,MD-90-30,Fixed Wing Multi-Engine,Turbo-Jet,MCDONNELL DOUGLAS
N385UA,1990,UA,737-322,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N913UA,1991,UA,737-522,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N673AW,NULL,US,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N595JB,2004,B6,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N703JB,2008,B6,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N17139,2000,CO,757-224,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N279AT,2005,FL,737-76N,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N287AT,2006,FL,737-76N,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N649AW,1998,US,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N679AW,2005,US,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N775AS,1993,AS,737-4Q8,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N67158,2001,CO,767-224,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N135DL,1991,DL,767-332,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N129DL,1988,DL,767-332,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
